group	group_name	start	end	width	names
176	NA	1	102	102	=
176	NA	103	102	0	I
176	NA	103	1923	1821	=
177	NA	1	101	101	=
177	NA	102	113	12	D
177	NA	114	263	150	=
177	NA	264	263	0	I
177	NA	264	1166	903	=
177	NA	1167	1167	1	D
177	NA	1168	1200	33	=
177	NA	1201	1200	0	I
177	NA	1201	1213	13	=
177	NA	1214	1214	1	D
177	NA	1215	1450	236	=
177	NA	1451	1450	0	I
177	NA	1451	1864	414	=
177	NA	1865	1865	1	D
177	NA	1866	1923	58	=
178	NA	1	103	103	=
178	NA	104	103	0	I
178	NA	104	1922	1819	=
179	NA	1	282	282	=
179	NA	283	283	1	D
179	NA	284	959	676	=
179	NA	960	960	1	D
179	NA	961	1200	240	=
179	NA	1201	1200	0	I
179	NA	1201	1551	351	=
179	NA	1552	1552	1	D
179	NA	1553	1775	223	=
179	NA	1776	1775	0	I
179	NA	1776	1923	148	=
180	NA	1	27	27	=
180	NA	28	28	1	D
180	NA	29	103	75	=
180	NA	104	103	0	I
180	NA	104	135	32	=
180	NA	136	135	0	I
180	NA	136	393	258	=
180	NA	394	394	1	D
180	NA	395	786	392	=
180	NA	787	787	1	D
180	NA	788	1006	219	=
180	NA	1007	1007	1	D
180	NA	1008	1154	147	=
180	NA	1155	1154	0	I
180	NA	1155	1923	769	=
181	NA	1	939	939	=
181	NA	940	945	6	D
181	NA	946	1200	255	=
181	NA	1201	1201	1	D
181	NA	1202	1923	722	=
182	NA	1	805	805	=
182	NA	806	806	1	D
182	NA	807	941	135	=
182	NA	942	945	4	D
182	NA	946	1923	978	=
183	NA	1	27	27	=
183	NA	28	28	1	D
183	NA	29	103	75	=
183	NA	104	103	0	I
183	NA	104	1923	1820	=
184	NA	1	17	17	=
184	NA	18	17	0	I
184	NA	18	103	86	=
184	NA	104	103	0	I
184	NA	104	616	513	=
184	NA	617	616	0	I
184	NA	617	758	142	=
184	NA	759	759	1	D
184	NA	760	1923	1164	=
185	NA	1	103	103	=
185	NA	104	103	0	I
185	NA	104	508	405	=
185	NA	509	508	0	I
185	NA	509	944	436	=
185	NA	945	948	4	D
185	NA	949	1923	975	=
186	NA	1	22	22	=
186	NA	23	82	60	D
186	NA	83	83	1	=
186	NA	84	84	1	X
186	NA	85	89	5	=
186	NA	90	90	1	X
186	NA	91	91	1	=
186	NA	92	94	3	X
186	NA	95	95	1	=
186	NA	96	96	1	X
186	NA	97	97	1	=
186	NA	98	99	2	X
186	NA	100	101	2	=
186	NA	102	103	2	X
186	NA	104	105	2	=
186	NA	106	113	8	D
186	NA	114	114	1	=
186	NA	115	115	1	X
186	NA	116	139	24	=
186	NA	140	160	21	D
186	NA	161	162	2	X
186	NA	163	167	5	=
186	NA	168	167	0	I
186	NA	168	170	3	=
186	NA	171	171	1	X
186	NA	172	172	1	=
186	NA	173	173	1	X
186	NA	174	175	2	=
186	NA	176	177	2	X
186	NA	178	180	3	=
186	NA	181	182	2	X
186	NA	183	183	1	=
186	NA	184	185	2	X
186	NA	186	189	4	=
186	NA	190	190	1	X
186	NA	191	193	3	=
186	NA	194	195	2	X
186	NA	196	198	3	=
186	NA	199	199	1	X
186	NA	200	208	9	=
186	NA	209	209	1	X
186	NA	210	214	5	=
186	NA	215	218	4	X
186	NA	219	219	1	=
186	NA	220	223	4	X
186	NA	224	238	15	=
186	NA	239	238	0	I
186	NA	239	239	1	X
186	NA	240	242	3	=
186	NA	243	242	0	I
186	NA	243	247	5	=
186	NA	248	250	3	D
186	NA	251	254	4	=
186	NA	255	256	2	X
186	NA	257	257	1	=
186	NA	258	258	1	X
186	NA	259	262	4	=
186	NA	263	265	3	X
186	NA	266	272	7	=
186	NA	273	277	5	X
186	NA	278	281	4	=
186	NA	282	284	3	D
186	NA	285	286	2	X
186	NA	287	289	3	=
186	NA	290	292	3	X
186	NA	293	298	6	=
186	NA	299	299	1	X
186	NA	300	300	1	=
186	NA	301	302	2	X
186	NA	303	307	5	=
186	NA	308	309	2	X
186	NA	310	311	2	=
186	NA	312	312	1	X
186	NA	313	315	3	=
186	NA	316	315	0	I
186	NA	316	317	2	=
186	NA	318	319	2	X
186	NA	320	321	2	=
186	NA	322	322	1	X
186	NA	323	323	1	=
186	NA	324	327	4	D
186	NA	328	328	1	=
186	NA	329	329	1	X
186	NA	330	331	2	=
186	NA	332	331	0	I
186	NA	332	337	6	=
186	NA	338	341	4	X
186	NA	342	343	2	=
186	NA	344	345	2	X
186	NA	346	347	2	=
186	NA	348	348	1	X
186	NA	349	350	2	=
186	NA	351	356	6	X
186	NA	357	362	6	=
186	NA	363	363	1	X
186	NA	364	364	1	=
186	NA	365	365	1	X
186	NA	366	369	4	=
186	NA	370	369	0	I
186	NA	370	370	1	=
186	NA	371	370	0	I
186	NA	371	371	1	=
186	NA	372	372	1	X
186	NA	373	377	5	=
186	NA	378	378	1	X
186	NA	379	381	3	=
186	NA	382	382	1	X
186	NA	383	385	3	=
186	NA	386	389	4	X
186	NA	390	391	2	=
186	NA	392	392	1	X
186	NA	393	393	1	=
186	NA	394	394	1	X
186	NA	395	399	5	=
186	NA	400	400	1	X
186	NA	401	404	4	=
186	NA	405	405	1	X
186	NA	406	406	1	=
186	NA	407	411	5	X
186	NA	412	418	7	=
186	NA	419	421	3	X
186	NA	422	423	2	=
186	NA	424	426	3	X
186	NA	427	430	4	=
186	NA	431	431	1	X
186	NA	432	437	6	=
186	NA	438	438	1	X
186	NA	439	442	4	=
186	NA	443	442	0	I
186	NA	443	443	1	X
186	NA	444	448	5	=
186	NA	449	448	0	I
186	NA	449	452	4	=
186	NA	453	452	0	I
186	NA	453	455	3	=
186	NA	456	458	3	D
186	NA	459	461	3	=
186	NA	462	462	1	X
186	NA	463	463	1	=
186	NA	464	463	0	I
186	NA	464	465	2	=
186	NA	466	465	0	I
186	NA	466	467	2	=
186	NA	468	468	1	X
186	NA	469	469	1	=
186	NA	470	471	2	X
186	NA	472	472	1	=
186	NA	473	473	1	X
186	NA	474	481	8	=
186	NA	482	481	0	I
186	NA	482	485	4	=
186	NA	486	486	1	X
186	NA	487	488	2	=
186	NA	489	489	1	X
186	NA	490	493	4	=
186	NA	494	493	0	I
186	NA	494	496	3	=
186	NA	497	498	2	X
186	NA	499	502	4	=
186	NA	503	506	4	X
186	NA	507	508	2	=
186	NA	509	510	2	X
186	NA	511	512	2	=
186	NA	513	512	0	I
186	NA	513	520	8	=
186	NA	521	520	0	I
186	NA	521	523	3	=
186	NA	524	524	1	X
186	NA	525	526	2	=
186	NA	527	526	0	I
186	NA	527	537	11	=
186	NA	538	539	2	X
186	NA	540	542	3	=
186	NA	543	542	0	I
186	NA	543	543	1	=
186	NA	544	545	2	X
186	NA	546	550	5	=
186	NA	551	554	4	X
186	NA	555	555	1	=
186	NA	556	556	1	D
186	NA	557	562	6	=
186	NA	563	562	0	I
186	NA	563	563	1	=
186	NA	564	564	1	X
186	NA	565	567	3	=
186	NA	568	567	0	I
186	NA	568	570	3	=
186	NA	571	570	0	I
186	NA	571	573	3	=
186	NA	574	574	1	X
186	NA	575	576	2	=
186	NA	577	576	0	I
186	NA	577	577	1	=
186	NA	578	577	0	I
186	NA	578	578	1	=
186	NA	579	580	2	X
186	NA	581	583	3	=
186	NA	584	585	2	X
186	NA	586	962	377	=
186	NA	963	965	3	X
186	NA	966	967	2	=
186	NA	968	970	3	X
186	NA	971	1066	96	=
186	NA	1067	1069	3	X
186	NA	1070	1396	327	=
186	NA	1397	1397	1	X
186	NA	1398	1860	463	=
186	NA	1861	1861	1	D
186	NA	1862	1923	62	=
187	NA	1	102	102	=
187	NA	103	102	0	I
187	NA	103	317	215	=
187	NA	318	318	1	D
187	NA	319	962	644	=
187	NA	963	965	3	X
187	NA	966	967	2	=
187	NA	968	970	3	X
187	NA	971	1923	953	=
188	NA	1	935	935	=
188	NA	936	939	4	D
188	NA	940	1923	984	=
189	NA	1	317	317	=
189	NA	318	318	1	D
189	NA	319	1923	1605	=
190	NA	1	1923	1923	=
191	NA	1	103	103	=
191	NA	104	103	0	I
191	NA	104	945	842	=
191	NA	946	963	18	D
191	NA	964	1864	901	=
191	NA	1865	1865	1	D
191	NA	1866	1923	58	=
192	NA	1	55	55	=
192	NA	56	55	0	I
192	NA	56	58	3	=
192	NA	59	58	0	I
192	NA	59	77	19	=
192	NA	78	77	0	I
192	NA	78	102	25	=
192	NA	103	102	0	I
192	NA	103	105	3	=
192	NA	106	105	0	I
192	NA	106	110	5	=
192	NA	111	110	0	I
192	NA	111	167	57	=
192	NA	168	167	0	I
192	NA	168	288	121	=
192	NA	289	289	1	D
192	NA	290	338	49	=
192	NA	339	339	1	D
192	NA	340	385	46	=
192	NA	386	386	1	D
192	NA	387	410	24	=
192	NA	411	410	0	I
192	NA	411	585	175	=
192	NA	586	586	1	D
192	NA	587	795	209	=
192	NA	796	795	0	I
192	NA	796	833	38	=
192	NA	834	833	0	I
192	NA	834	851	18	=
192	NA	852	851	0	I
192	NA	852	945	94	=
192	NA	946	945	0	I
192	NA	946	946	1	X
192	NA	947	962	16	=
192	NA	963	965	3	X
192	NA	966	967	2	=
192	NA	968	970	3	X
192	NA	971	1564	594	=
192	NA	1565	1564	0	I
192	NA	1565	1608	44	=
192	NA	1609	1608	0	I
192	NA	1609	1738	130	=
192	NA	1739	1738	0	I
192	NA	1739	1759	21	=
192	NA	1760	1759	0	I
192	NA	1760	1780	21	=
192	NA	1781	1780	0	I
192	NA	1781	1786	6	=
192	NA	1787	1786	0	I
192	NA	1787	1922	136	=
192	NA	1923	1923	1	X
193	NA	1	102	102	=
193	NA	103	102	0	I
193	NA	103	393	291	=
193	NA	394	394	1	D
193	NA	395	1923	1529	=
194	NA	1	103	103	=
194	NA	104	275	172	D
194	NA	276	944	669	=
194	NA	945	944	0	I
194	NA	945	945	1	X
194	NA	946	1923	978	=
195	NA	1	101	101	=
195	NA	102	113	12	D
195	NA	114	1923	1810	=
196	NA	1	103	103	=
196	NA	104	116	13	D
196	NA	117	117	1	X
196	NA	118	938	821	=
196	NA	939	945	7	D
196	NA	946	1923	978	=
197	NA	1	1923	1923	=
198	NA	1	369	369	=
198	NA	370	369	0	I
198	NA	370	594	225	=
198	NA	595	594	0	I
198	NA	595	939	345	=
198	NA	940	945	6	D
198	NA	946	1170	225	=
198	NA	1171	1170	0	I
198	NA	1171	1272	102	=
198	NA	1273	1272	0	I
198	NA	1273	1923	651	=
199	NA	1	103	103	=
199	NA	104	103	0	I
199	NA	104	393	290	=
199	NA	394	394	1	D
199	NA	395	784	390	=
199	NA	785	958	174	D
199	NA	959	1923	965	=
200	NA	1	103	103	=
200	NA	104	103	0	I
200	NA	104	1923	1820	=
201	NA	1	317	317	=
201	NA	318	318	1	D
201	NA	319	943	625	=
201	NA	944	945	2	D
201	NA	946	946	1	X
201	NA	947	1889	943	=
201	NA	1890	1890	1	D
201	NA	1891	1923	33	=
202	NA	1	1923	1923	=
203	NA	1	102	102	=
203	NA	103	102	0	I
203	NA	103	564	462	=
203	NA	565	565	1	D
203	NA	566	1923	1358	=
204	NA	1	439	439	=
204	NA	440	439	0	I
204	NA	440	939	500	=
204	NA	940	945	6	D
204	NA	946	1672	727	=
204	NA	1673	1673	1	D
204	NA	1674	1800	127	=
204	NA	1801	1800	0	I
204	NA	1801	1923	123	=
205	NA	1	104	104	=
205	NA	105	114	10	D
205	NA	115	115	1	X
205	NA	116	116	1	=
205	NA	117	117	1	X
205	NA	118	740	623	=
205	NA	741	740	0	I
205	NA	741	964	224	=
205	NA	965	964	0	I
205	NA	965	965	1	X
205	NA	966	968	3	=
205	NA	969	968	0	I
205	NA	969	969	1	X
205	NA	970	1069	100	=
205	NA	1070	1069	0	I
205	NA	1070	1144	75	=
205	NA	1145	1144	0	I
205	NA	1145	1698	554	=
205	NA	1699	1698	0	I
205	NA	1699	1765	67	=
205	NA	1766	1765	0	I
205	NA	1766	1809	44	=
205	NA	1810	1810	1	D
205	NA	1811	1844	34	=
205	NA	1845	1844	0	I
205	NA	1845	1923	79	=
206	NA	1	27	27	=
206	NA	28	28	1	D
206	NA	29	103	75	=
206	NA	104	103	0	I
206	NA	104	406	303	=
206	NA	407	406	0	I
206	NA	407	444	38	=
206	NA	445	444	0	I
206	NA	445	508	64	=
206	NA	509	508	0	I
206	NA	509	519	11	=
206	NA	520	520	1	D
206	NA	521	671	151	=
206	NA	672	671	0	I
206	NA	672	740	69	=
206	NA	741	741	1	D
206	NA	742	765	24	=
206	NA	766	765	0	I
206	NA	766	1535	770	=
206	NA	1536	1536	1	D
206	NA	1537	1824	288	=
206	NA	1825	1825	1	D
206	NA	1826	1923	98	=
207	NA	1	60	60	=
207	NA	61	100	40	D
207	NA	101	108	8	=
207	NA	109	112	4	X
207	NA	113	114	2	=
207	NA	115	119	5	D
207	NA	120	122	3	=
207	NA	123	123	1	X
207	NA	124	124	1	=
207	NA	125	125	1	X
207	NA	126	127	2	=
207	NA	128	128	1	X
207	NA	129	130	2	=
207	NA	131	132	2	X
207	NA	133	135	3	=
207	NA	136	135	0	I
207	NA	136	137	2	X
207	NA	138	139	2	=
207	NA	140	139	0	I
207	NA	140	143	4	=
207	NA	144	144	1	X
207	NA	145	146	2	=
207	NA	147	486	340	D
207	NA	487	487	1	X
207	NA	488	491	4	=
207	NA	492	493	2	X
207	NA	494	494	1	=
207	NA	495	500	6	X
207	NA	501	502	2	=
207	NA	503	504	2	X
207	NA	505	508	4	=
207	NA	509	508	0	I
207	NA	509	510	2	=
207	NA	511	511	1	X
207	NA	512	512	1	=
207	NA	513	512	0	I
207	NA	513	726	214	=
207	NA	727	989	263	D
207	NA	990	1301	312	=
207	NA	1302	1302	1	D
207	NA	1303	1923	621	=
208	NA	1	102	102	=
208	NA	103	102	0	I
208	NA	103	962	860	=
208	NA	963	965	3	X
208	NA	966	967	2	=
208	NA	968	970	3	X
208	NA	971	1923	953	=
209	NA	1	27	27	=
209	NA	28	27	0	I
209	NA	28	278	251	=
209	NA	279	279	1	D
209	NA	280	481	202	=
209	NA	482	481	0	I
209	NA	482	555	74	=
209	NA	556	555	0	I
209	NA	556	805	250	=
209	NA	806	806	1	D
209	NA	807	871	65	=
209	NA	872	871	0	I
209	NA	872	945	74	=
209	NA	946	945	0	I
209	NA	946	993	48	=
209	NA	994	994	1	D
209	NA	995	1339	345	=
209	NA	1340	1339	0	I
209	NA	1340	1671	332	=
209	NA	1672	1671	0	I
209	NA	1672	1923	252	=
210	NA	1	101	101	=
210	NA	102	113	12	D
210	NA	114	288	175	=
210	NA	289	289	1	D
210	NA	290	519	230	=
210	NA	520	520	1	D
210	NA	521	572	52	=
210	NA	573	573	1	D
210	NA	574	1386	813	=
210	NA	1387	1386	0	I
210	NA	1387	1578	192	=
210	NA	1579	1579	1	D
210	NA	1580	1702	123	=
210	NA	1703	1702	0	I
210	NA	1703	1922	220	=
211	NA	1	102	102	=
211	NA	103	102	0	I
211	NA	103	1809	1707	=
211	NA	1810	1810	1	D
211	NA	1811	1923	113	=
212	NA	1	102	102	=
212	NA	103	102	0	I
212	NA	103	1923	1821	=
213	NA	1	102	102	=
213	NA	103	103	1	X
213	NA	104	599	496	=
213	NA	600	600	1	D
213	NA	601	1200	600	=
213	NA	1201	1200	0	I
213	NA	1201	1381	181	=
213	NA	1382	1381	0	I
213	NA	1382	1436	55	=
213	NA	1437	1436	0	I
213	NA	1437	1486	50	=
213	NA	1487	1486	0	I
213	NA	1487	1889	403	=
213	NA	1890	1890	1	D
213	NA	1891	1923	33	=
214	NA	1	585	585	=
214	NA	586	586	1	D
214	NA	587	962	376	=
214	NA	963	965	3	X
214	NA	966	967	2	=
214	NA	968	970	3	X
214	NA	971	1923	953	=
215	NA	1	943	943	=
215	NA	944	945	2	D
215	NA	946	946	1	X
215	NA	947	1044	98	=
215	NA	1045	1045	1	X
215	NA	1046	1922	877	=
216	NA	1	1923	1923	=
217	NA	1	410	410	=
217	NA	411	411	1	D
217	NA	412	1645	1234	=
217	NA	1646	1645	0	I
217	NA	1646	1857	212	=
217	NA	1858	1858	1	D
217	NA	1859	1923	65	=
218	NA	1	399	399	=
218	NA	400	400	1	D
218	NA	401	1923	1523	=
219	NA	1	101	101	=
219	NA	102	113	12	D
219	NA	114	369	256	=
219	NA	370	370	1	D
219	NA	371	1193	823	=
219	NA	1194	1194	1	D
219	NA	1195	1535	341	=
219	NA	1536	1536	1	D
219	NA	1537	1923	387	=
219	NA	1924	1923	0	S
220	NA	1	103	103	=
220	NA	104	103	0	I
220	NA	104	254	151	=
220	NA	255	255	1	D
220	NA	256	939	684	=
220	NA	940	945	6	D
220	NA	946	1154	209	=
220	NA	1155	1154	0	I
220	NA	1155	1922	768	=
221	NA	1	102	102	=
221	NA	103	102	0	I
221	NA	103	939	837	=
221	NA	940	945	6	D
221	NA	946	1923	978	=
222	NA	1	103	103	=
222	NA	104	103	0	I
222	NA	104	393	290	=
222	NA	394	394	1	D
222	NA	395	939	545	=
222	NA	940	945	6	D
222	NA	946	1923	978	=
223	NA	1	700	700	=
223	NA	701	700	0	I
223	NA	701	1770	1070	=
223	NA	1771	1771	1	D
223	NA	1772	1800	29	=
223	NA	1801	1801	1	D
223	NA	1802	1923	122	=
224	NA	1	1922	1922	=
225	NA	1	102	102	=
225	NA	103	102	0	I
225	NA	103	391	289	=
225	NA	392	391	0	I
225	NA	392	868	477	=
225	NA	869	868	0	I
225	NA	869	1054	186	=
225	NA	1055	1054	0	I
225	NA	1055	1922	868	=
225	NA	1923	1923	1	X
225	NA	1924	1923	0	S
226	NA	1	77	77	=
226	NA	78	77	0	I
226	NA	78	102	25	=
226	NA	103	102	0	I
226	NA	103	962	860	=
226	NA	963	965	3	X
226	NA	966	967	2	=
226	NA	968	970	3	X
226	NA	971	1923	953	=
227	NA	1	876	876	=
227	NA	877	877	1	D
227	NA	878	945	68	=
227	NA	946	945	0	I
227	NA	946	1922	977	=
228	NA	1	60	60	=
228	NA	61	100	40	D
228	NA	101	108	8	=
228	NA	109	112	4	X
228	NA	113	114	2	=
228	NA	115	119	5	D
228	NA	120	122	3	=
228	NA	123	123	1	X
228	NA	124	124	1	=
228	NA	125	125	1	X
228	NA	126	127	2	=
228	NA	128	128	1	X
228	NA	129	130	2	=
228	NA	131	132	2	X
228	NA	133	135	3	=
228	NA	136	135	0	I
228	NA	136	137	2	X
228	NA	138	139	2	=
228	NA	140	139	0	I
228	NA	140	143	4	=
228	NA	144	144	1	X
228	NA	145	146	2	=
228	NA	147	486	340	D
228	NA	487	487	1	X
228	NA	488	491	4	=
228	NA	492	493	2	X
228	NA	494	494	1	=
228	NA	495	500	6	X
228	NA	501	502	2	=
228	NA	503	504	2	X
228	NA	505	508	4	=
228	NA	509	508	0	I
228	NA	509	510	2	=
228	NA	511	511	1	X
228	NA	512	512	1	=
228	NA	513	512	0	I
228	NA	513	726	214	=
228	NA	727	989	263	D
228	NA	990	1923	934	=
229	NA	1	393	393	=
229	NA	394	394	1	D
229	NA	395	585	191	=
229	NA	586	586	1	D
229	NA	587	924	338	=
229	NA	925	925	1	X
229	NA	926	926	1	=
229	NA	927	926	0	I
229	NA	927	1923	997	=
230	NA	1	103	103	=
230	NA	104	105	2	D
230	NA	106	288	183	=
230	NA	289	289	1	D
230	NA	290	473	184	=
230	NA	474	473	0	I
230	NA	474	626	153	=
230	NA	627	626	0	I
230	NA	627	795	169	=
230	NA	796	796	1	D
230	NA	797	829	33	=
230	NA	830	829	0	I
230	NA	830	832	3	=
230	NA	833	833	1	X
230	NA	834	834	1	=
230	NA	835	836	2	X
230	NA	837	838	2	=
230	NA	839	838	0	I
230	NA	839	840	2	=
230	NA	841	843	3	X
230	NA	844	845	2	=
230	NA	846	846	1	X
230	NA	847	848	2	=
230	NA	849	850	2	X
230	NA	851	852	2	=
230	NA	853	852	0	I
230	NA	853	854	2	=
230	NA	855	854	0	I
230	NA	855	856	2	=
230	NA	857	859	3	X
230	NA	860	861	2	=
230	NA	862	861	0	I
230	NA	862	864	3	=
230	NA	865	866	2	X
230	NA	867	867	1	=
230	NA	868	870	3	X
230	NA	871	872	2	=
230	NA	873	872	0	I
230	NA	873	875	3	=
230	NA	876	875	0	I
230	NA	876	876	1	=
230	NA	877	877	1	X
230	NA	878	880	3	=
230	NA	881	881	1	X
230	NA	882	884	3	=
230	NA	885	884	0	I
230	NA	885	885	1	=
230	NA	886	886	1	X
230	NA	887	889	3	=
230	NA	890	889	0	I
230	NA	890	890	1	=
230	NA	891	892	2	X
230	NA	893	896	4	=
230	NA	897	896	0	I
230	NA	897	898	2	=
230	NA	899	899	1	X
230	NA	900	901	2	=
230	NA	902	901	0	I
230	NA	902	907	6	=
230	NA	908	909	2	X
230	NA	910	912	3	=
230	NA	913	912	0	I
230	NA	913	915	3	=
230	NA	916	915	0	I
230	NA	916	916	1	X
230	NA	917	918	2	=
230	NA	919	921	3	X
230	NA	922	922	1	=
230	NA	923	924	2	X
230	NA	925	926	2	=
230	NA	927	926	0	I
230	NA	927	929	3	=
230	NA	930	930	1	X
230	NA	931	931	1	=
230	NA	932	934	3	X
230	NA	935	936	2	=
230	NA	937	937	1	X
230	NA	938	939	2	=
230	NA	940	939	0	I
230	NA	940	942	3	=
230	NA	943	946	4	X
230	NA	947	948	2	=
230	NA	949	948	0	I
230	NA	949	949	1	X
230	NA	950	952	3	=
230	NA	953	953	1	X
230	NA	954	956	3	=
230	NA	957	956	0	I
230	NA	957	959	3	=
230	NA	960	960	1	X
231	NA	1	1923	1923	=
231	NA	1924	1923	0	S
232	NA	1	103	103	=
232	NA	104	275	172	D
232	NA	276	944	669	=
232	NA	945	944	0	I
232	NA	945	945	1	X
232	NA	946	1447	502	=
232	NA	1448	1447	0	I
232	NA	1448	1521	74	=
232	NA	1522	1522	1	D
232	NA	1523	1889	367	=
232	NA	1890	1889	0	I
232	NA	1890	1923	34	=
233	NA	1	126	126	=
233	NA	127	126	0	I
233	NA	127	172	46	=
233	NA	173	172	0	I
233	NA	173	189	17	=
233	NA	190	190	1	D
233	NA	191	876	686	=
233	NA	877	877	1	D
233	NA	878	1136	259	=
233	NA	1137	1136	0	I
233	NA	1137	1786	650	=
233	NA	1787	1786	0	I
233	NA	1787	1923	137	=
233	NA	1924	1923	0	S
234	NA	1	27	27	=
234	NA	28	28	1	D
234	NA	29	102	74	=
234	NA	103	103	1	X
234	NA	104	684	581	=
234	NA	685	684	0	I
234	NA	685	688	4	=
234	NA	689	688	0	I
234	NA	689	1923	1235	=
235	NA	1	103	103	=
235	NA	104	103	0	I
235	NA	104	876	773	=
235	NA	877	877	1	D
235	NA	878	942	65	=
235	NA	943	944	2	D
235	NA	945	1694	750	=
235	NA	1695	1694	0	I
235	NA	1695	1923	229	=
236	NA	1	228	228	=
236	NA	229	229	1	D
236	NA	230	786	557	=
236	NA	787	787	1	D
236	NA	788	1824	1037	=
236	NA	1825	1825	1	D
236	NA	1826	1923	98	=
237	NA	1	103	103	=
237	NA	104	103	0	I
237	NA	104	1923	1820	=
238	NA	1	104	104	=
238	NA	105	107	3	D
238	NA	108	108	1	X
238	NA	109	113	5	=
238	NA	114	116	3	D
238	NA	117	117	1	X
238	NA	118	362	245	=
238	NA	363	363	1	D
238	NA	364	1923	1560	=
239	NA	1	807	807	=
239	NA	808	807	0	I
239	NA	808	1389	582	=
239	NA	1390	1389	0	I
239	NA	1390	1923	534	=
240	NA	1	1923	1923	=
241	NA	1	0	0	S
241	NA	1	77	77	=
241	NA	78	77	0	I
241	NA	78	129	52	=
241	NA	130	129	0	I
241	NA	130	455	326	=
241	NA	456	455	0	I
241	NA	456	945	490	=
241	NA	946	945	0	I
241	NA	946	1069	124	=
241	NA	1070	1070	1	D
241	NA	1071	1923	853	=
242	NA	1	103	103	=
242	NA	104	162	59	D
242	NA	163	356	194	=
242	NA	357	357	1	D
242	NA	358	484	127	=
242	NA	485	484	0	I
242	NA	485	712	228	=
242	NA	713	712	0	I
242	NA	713	841	129	=
242	NA	842	842	1	X
242	NA	843	844	2	=
242	NA	845	845	1	X
242	NA	846	846	1	=
242	NA	847	854	8	D
242	NA	855	856	2	=
242	NA	857	858	2	X
242	NA	859	861	3	=
242	NA	862	870	9	D
242	NA	871	871	1	X
242	NA	872	878	7	=
242	NA	879	880	2	X
242	NA	881	881	1	=
242	NA	882	883	2	X
242	NA	884	884	1	=
242	NA	885	884	0	I
242	NA	885	886	2	=
242	NA	887	887	1	X
242	NA	888	889	2	=
242	NA	890	893	4	D
242	NA	894	895	2	=
242	NA	896	896	1	X
242	NA	897	899	3	=
242	NA	900	899	0	I
242	NA	900	904	5	=
242	NA	905	905	1	D
242	NA	906	907	2	=
242	NA	908	910	3	X
242	NA	911	911	1	=
242	NA	912	915	4	D
242	NA	916	918	3	=
242	NA	919	918	0	I
242	NA	919	919	1	X
242	NA	920	923	4	=
242	NA	924	923	0	I
242	NA	924	926	3	=
242	NA	927	926	0	I
242	NA	927	930	4	=
242	NA	931	931	1	X
242	NA	932	932	1	=
242	NA	933	944	12	D
242	NA	945	1006	62	=
242	NA	1007	1006	0	I
242	NA	1007	1060	54	=
242	NA	1061	1060	0	I
242	NA	1061	1132	72	=
242	NA	1133	1133	1	D
242	NA	1134	1189	56	=
242	NA	1190	1190	1	D
242	NA	1191	1200	10	=
242	NA	1201	1200	0	I
242	NA	1201	1389	189	=
242	NA	1390	1390	1	D
242	NA	1391	1535	145	=
242	NA	1536	1536	1	D
242	NA	1537	1645	109	=
242	NA	1646	1645	0	I
242	NA	1646	1730	85	=
242	NA	1731	1730	0	I
242	NA	1731	1786	56	=
242	NA	1787	1787	1	D
242	NA	1788	1800	13	=
242	NA	1801	1800	0	I
242	NA	1801	1923	123	=
243	NA	1	32	32	=
243	NA	33	33	1	D
243	NA	34	102	69	=
243	NA	103	103	1	X
243	NA	104	129	26	=
243	NA	130	129	0	I
243	NA	130	265	136	=
243	NA	266	265	0	I
243	NA	266	282	17	=
243	NA	283	282	0	I
243	NA	283	357	75	=
243	NA	358	358	1	D
243	NA	359	412	54	=
243	NA	413	412	0	I
243	NA	413	814	402	=
243	NA	815	814	0	I
243	NA	815	930	116	=
243	NA	931	930	0	I
243	NA	931	1074	144	=
243	NA	1075	1075	1	D
243	NA	1076	1791	716	=
243	NA	1792	1792	1	D
243	NA	1793	1809	17	=
243	NA	1810	1810	1	D
243	NA	1811	1923	113	=
243	NA	1924	1923	0	S
244	NA	1	103	103	=
244	NA	104	105	2	D
244	NA	106	829	724	=
244	NA	830	829	0	I
244	NA	830	832	3	=
244	NA	833	833	1	X
244	NA	834	834	1	=
244	NA	835	836	2	X
244	NA	837	838	2	=
244	NA	839	838	0	I
244	NA	839	840	2	=
244	NA	841	843	3	X
244	NA	844	845	2	=
244	NA	846	846	1	X
244	NA	847	848	2	=
244	NA	849	850	2	X
244	NA	851	852	2	=
244	NA	853	852	0	I
244	NA	853	854	2	=
244	NA	855	854	0	I
244	NA	855	856	2	=
244	NA	857	859	3	X
244	NA	860	861	2	=
244	NA	862	861	0	I
244	NA	862	864	3	=
244	NA	865	866	2	X
244	NA	867	867	1	=
244	NA	868	870	3	X
244	NA	871	872	2	=
244	NA	873	872	0	I
244	NA	873	875	3	=
244	NA	876	875	0	I
244	NA	876	876	1	=
244	NA	877	877	1	X
244	NA	878	880	3	=
244	NA	881	881	1	X
244	NA	882	884	3	=
244	NA	885	884	0	I
244	NA	885	885	1	=
244	NA	886	886	1	X
244	NA	887	889	3	=
244	NA	890	889	0	I
244	NA	890	890	1	=
244	NA	891	892	2	X
244	NA	893	896	4	=
244	NA	897	896	0	I
244	NA	897	898	2	=
244	NA	899	899	1	X
244	NA	900	901	2	=
244	NA	902	901	0	I
244	NA	902	907	6	=
244	NA	908	909	2	X
244	NA	910	912	3	=
